FractionCSP3,qed,SMR_VSA7,PEOE_VSA8,FpDensityMorgan1,EState_VSA4,PEOE_VSA7,MaxAbsEStateIndex,FpDensityMorgan3,SMR_VSA5,FpDensityMorgan2,VSA_EState6,MinEStateIndex,EState_VSA3,VSA_EState8,EState_VSA2,PEOE_VSA10,EState_VSA6,SMR_VSA6,PEOE_VSA9,EState_VSA8,SlogP_VSA5,VSA_EState3,Class
0.2727272727272727,0.4946756031101276,0.0990968965925599,0.2037034634666934,0.5389830508474576,0.16553597281014654,0.3107062294080526,0.5868128559565396,0.626246719160105,0.016940698836137955,0.58,0.21285955726954287,0.6339322868390773,0.09449675455849234,0.1025783625553986,0.05142284477823996,0.07349253925779455,0.06984391715075232,0.13775135921151294,0.11608147869288744,0.38466712464869823,0,0.0427413786315145,Active
0,0.49888014162405114,0.13414368305756566,0.07908658803895728,0.4159061277705346,0.20454950891907586,0.3107062294080526,0.2215565797945498,0.6365838885523926,0,0.5153846153846154,0.21285955726954287,0.7851328044153156,0,0.10668514468565406,0,0.03361420928753402,0.0466805092730928,0,0.166868200656238,0.41257204355338434,0,0.009539639495266336,Inactive
0,0.5266253656483613,0.0990968965925599,0.07908658803895728,0.3741851368970013,0.20454950891907586,0.3107062294080526,0.2083616339638249,0.6107409650716737,0,0.48461538461538456,0.21285955726954287,0.7759342301943198,0,0.10668514468565406,0,0.06722841857506805,0,0,0.07180125544038828,0.44304582259120057,0,0.0477079730786413,Active
0.17647058823529413,0.8733893531027604,0.3244009925382641,0.19687406562618953,0.4576271186440678,0.0770379946865592,0.2568874751611065,0.6461540141204195,0.681221665473634,0.051161469845865025,0.5727272727272728,0.45227902990331104,0.6933432771624103,0.19252911504013073,0.155703834791614,0.09282667450393896,0,0.26853179625547396,0.0771134588203455,0.044655471941794846,0.14872714622853406,0.10439525311062677,0.03004542319550458,Inactive
0.25,0.4319317349556385,0.370692627517682,0.299638768241432,0.6384180790960452,0.3235973652917738,0.2609485344309992,0.7070269206891864,0.8452415670263439,0.051482267397932935,0.7444444444444445,0.36437745783241693,0.6765016635478946,0.1385353674150573,0.29717706847919634,0.042654581521797144,0.07095338955858069,0.04475529937591232,0.13348034612426146,0.08342702088151918,0.21346702859832586,0.0753369667083775,0.03619282531366545,Inactive
0.4,0.6932166014400167,0.15082284365158166,0.08982545163434169,0.4812085482682387,0.18431472153073777,0.18266765434312227,0.640354685632929,0.573661987903686,0.05376500183317479,0.5260869565217392,0.24488924591297623,0.6117045310685751,0.04687637766144806,0.21456291091134075,0.05142284477823996,0,0,0.18094215448130585,0.15759597427223968,0.11895884883226854,0.05784192906564724,0.08341100897556392,Inactive
0.09523809523809523,0.5151136301106929,0.48900473326947785,0.3514036130561418,0.4159061277705346,0.2748504330267851,0.2063390584754001,0.23717331888523552,0.7141126589945488,0.03454156856179498,0.5769230769230769,0.5205894266514345,0.77056071686068,0,0.15856876242608706,0,0,0.09143580864900513,0.03855672941017275,0.04570275164473453,0.3785840388716776,0.05829410715756757,0.062355547179871976,Inactive
0.16666666666666666,0.8670177390258731,0.22225663810338964,0.05028215761486306,0.511864406779661,0.03163060917530431,0.26352041194286707,0.6426867339791331,0.5926509186351706,0.0485149919972936,0.54,0.3114465267737551,0.40208438440341066,0.14073696886191428,0.19524896646824833,0.08520106476487155,0,0.10216128621141175,0.07582396619623354,0.16660010621709737,0.17143904135813107,0.0394656422276055,0.009539639495266336,Inactive
0.05555555555555555,0.7575650732082639,0.45196041817050053,0.13791619548157172,0.5661016949152542,0.0709747619165434,0.11832169969471927,0.7368364153157837,0.8143832020997375,0.016940698836137955,0.7,0.4144875901554806,0.6594192131134262,0.18673821175269922,0.11204646456574738,0.14186716128063176,0.07399878313889499,0.07844958620520581,0,0.1897302667293633,0.14504756696752072,0.09464282939663259,0.009539639495266336,Inactive
0.15384615384615385,0.37752297508067556,0.5442911363349069,0.3643087636625845,0.5852442671984048,0.15053952134834656,0.29508033324643956,0.6607347187242726,0.8060830631465185,0.05180306495000084,0.7117647058823529,0.45821450831301913,0.6954044792000819,0.3455531924327454,0.18169435655396363,0.09009308648859617,0.035489101510589253,0.23202705050653563,0.08299538091328913,0.14004515822613853,0.23582166965892853,0.09464282939663259,0.021959990048596736,Inactive
0.45454545454545453,0.7540621963402523,0.18999548198749355,0.08872974475052517,0.5827900912646675,0.12427120883816536,0.06334150237174715,0.18832391688613773,0.68826973551383,0.03486236611386289,0.6384615384615385,0.35381974625397805,0.7955463569813346,0,0.21852715898900996,0,0.03987832997026052,0,0.1496795950123125,0.16566935550359238,0.34273531982062994,0.04327547887581084,0.009539639495266336,Inactive
0.7692307692307693,0.3270601919640731,0.12279272671210827,0.14714115980794856,0.4915254237288136,0.6422345971728475,0.2973697740860485,0.329054389319996,0.7060367454068242,0.11926363852786803,0.6125,0.2817342929370172,0.7572865382111726,0.04463124641392647,0.41545784017983717,0,0.1595133198810421,0.10490664803859125,0.437153608884584,0.27322661625943795,0.2006866441469565,0.1562780609488466,0.009539639495266336,Inactive
0.2222222222222222,0.7549891114622026,0.3466499077057753,0.08872974475052517,0.5254237288135594,0.039344152741239084,0.24953062238898727,0.6537970429314198,0.6290463692038496,0.06778137112993507,0.5833333333333333,0.3799993453287859,0.6152502525223974,0.12411715406705136,0.2639859456173074,0.13094517890611843,0,0.08951059875182464,0.03855672941017275,0.13062026914380997,0.23525529208299498,0.16305823887795706,0.05396354760223653,Inactive
0.4375,0.8420844654253417,0.2121932707551437,0.14972563920419793,0.7288135593220338,0.09169122497183477,0.23136810950731934,0.6605805570197549,0.9090113735783026,0.0982390765551626,0.8166666666666667,0.262521894777257,0.6669585110037034,0.22104744966728448,0.12482401852769105,0.23846262237901433,0,0.08951059875182464,0.04746180835704436,0.2801403897575121,0.14686376773695467,0.06675580966433049,0.05997994474858707,Inactive
0.4375,0.8420844654253417,0.2121932707551437,0.14972563920419793,0.7288135593220338,0.09169122497183477,0.23136810950731934,0.6605805570197549,0.9090113735783026,0.0982390765551626,0.8166666666666667,0.262521894777257,0.6669585110037034,0.22104744966728448,0.12482401852769105,0.23846262237901433,0,0.08951059875182464,0.04746180835704436,0.2801403897575121,0.14686376773695467,0.06675580966433049,0.05997994474858707,Inactive
0.18181818181818182,0.30958811106013423,0.24877761229892167,0.16600648413646565,0.696271186440678,0,0.21680095879477762,0.6991695388538525,0.841259842519685,0,0.78,0.2800274738813019,0.3950396727269576,0.04687637766144806,0.10891094545556503,0.2743376562403526,0.03544533024934762,0,0.13348034612426146,0.03590062772019414,0.29134910898297406,0,0.07030048298160492,Inactive
0.18181818181818182,0.13500194421786937,0.18933817487531854,0.16600648413646565,0.6745762711864406,0,0.2167070047407523,0.6994953399854753,0.8278215223097112,0,0.764,0.28066253500447397,0.3952207696569335,0.04687637766144806,0.1089647835431389,0.2742887643264874,0.03544533024934762,0,0.1720370755344342,0.03590062772019414,0.2876934184618534,0.01973282111380275,0.11763084698966306,Inactive
0.2962962962962963,0.45333857181478854,0.4196873325673908,0.36966702737192425,0.47512301804264623,0.23623577883776667,0.33096211390639096,0.7133733287538392,0.7432901532469731,0.08472206996607302,0.6225806451612903,0.5320948242261652,0.6987294078261406,0.052921473020542786,0.21752777062578169,0.13545710638001932,0,0,0.17630808862168568,0.09414554483233638,0.5296102099989418,0.15199337528736268,0.03193420215534601,Inactive
0.5714285714285714,0.8275196755101873,0.14756695086024824,0.1903646401074931,0.5781544256120528,0.19249293709054327,0.2609485344309992,0.3238009121447524,0.7456984543598716,0.11567913809897128,0.6555555555555556,0.29382343535612354,0.7697219073900687,0,0.12991337940495445,0,0,0,0.09268877959173483,0.04565024402393282,0.2792398400840288,0.13054032579576658,0.009539639495266336,Inactive
0.5384615384615384,0.7466591879923863,0.14756695086024824,0.1903646401074931,0.5781544256120528,0.3707393592880113,0.28920072062845664,0.49976779967708357,0.7456984543598716,0.11485897783923264,0.6555555555555556,0.28796329278670696,0.7016698184646081,0.049797850681990864,0.12598019812284425,0.04795951088495988,0,0,0.041579886264100745,0.09464420041387353,0.20814940026827156,0.10828838924098973,0.05683008915916998,Inactive
0.4230769230769231,0.4189092616914137,0.29054943857254956,0.7286470702650313,0.4425612052730697,0.7288920398759128,0.2641247346787308,0.2757371953682441,0.689705453484981,0.03486236611386289,0.5777777777777777,0.39227918738268014,0.7774593662714138,0,0.3778639438240582,0,0.10420149215636235,0,0.5018705052964785,0.12725362338886148,0.458928958090716,0.03969547817422428,0.024625359071670676,Inactive
0.09090909090909091,0.5041868315509699,0.21312159260648866,0.07908658803895728,0.7128614157527419,0.03163060917530431,0.20017890957111992,0.615467377154769,0.7764397097421646,0.017921667277724932,0.7470588235294118,0.32798197311453187,0.6566862136368863,0.08374127114181129,0.13896883839081994,0.08903884182819653,0.0720723978134576,0.17904225500941331,0.03855672941017275,0.04565024402393282,0.20814940026827156,0.023994835853928434,0.08382930488287266,Inactive
0.29411764705882354,0.8089083193962384,0.291522319314228,0.26346977673661265,0.5827900912646675,0.11835476471816431,0.22730705023742664,0.6649323889631641,0.7787199676963457,0.04824580241334391,0.7,0.3664818354765406,0.3461153158392104,0.25563556521757824,0.1342361731717728,0.094858489764264,0.035449241680959344,0.04475529937591232,0.16901391868050625,0.09030571596572767,0.17663206513322016,0.04153257957665924,0.03003359341294378,Inactive
0.2777777777777778,0.8279548396523745,0.3244009925382641,0.26341194141674557,0.5519528371407517,0.1644188947870281,0.29064855260917377,0.6314334970954578,0.7781581650119821,0.035843334555449864,0.682608695652174,0.4760824379432261,0.6939324130761243,0.05394296398529902,0.268556645320852,0.04738710597808824,0,0,0.2164757270375506,0.04565024402393282,0.38955285467619466,0.04327547887581084,0.0304014712659467,Inactive
0.3157894736842105,0.660620089859899,0.34917521668640406,0.07908658803895728,0.5410691003911342,0.10260537109184771,0.26106812768549403,0.6592282558418662,0.752877044215627,0.08226158918685719,0.6538461538461539,0.45996791828824346,0.6519242543136997,0.10133139076856272,0.2098522694367585,0.1428180006492239,0.03719252033858776,0,0.08646906505555133,0.14717619183795344,0.23791769766453708,0.08842416088358543,0.030696916611973938,Inactive
0.29411764705882354,0.8089083193962384,0.291522319314228,0.26346977673661265,0.5827900912646675,0.11835476471816431,0.22730705023742664,0.6649323889631641,0.7787199676963457,0.04824580241334391,0.7,0.3664818354765406,0.3461153158392104,0.25563556521757824,0.1342361731717728,0.094858489764264,0.035449241680959344,0.04475529937591232,0.16901391868050625,0.09030571596572767,0.17663206513322016,0.04153257957665924,0.03003359341294378,Inactive
0,0.6887552923572197,0.2571982372628788,0.03954329401947864,0.5562403697996918,0.03163060917530431,0.1959982570467324,0.637984079304585,0.8033882128370317,0,0.6818181818181819,0.4151676199301499,0.6758198346603216,0.23054676019951137,0.10668514468565406,0,0.10420923117726301,0.13426589812773698,0.0771134588203455,0.1359559599896605,0.23501076307572258,0.01928064302188241,0.09930386281524059,Inactive
0.2222222222222222,0.8521295576596325,0.15779972317307897,0.09740545728027994,0.7288135593220338,0.09256767892115973,0.1368374071993728,0.7034802589567514,0.89501312335958,0,0.8428571428571429,0.2936404853574744,0.6857747882411559,0.13286090486565003,0.14511433035842286,0.045706520731558835,0.03544533024934762,0.08951059875182464,0.13348034612426146,0.09818223544801272,0.17667924285536565,0,0.03103836457882386,Inactive
0.3,0.4327512814484665,0.2944131369688543,0.4908297890994386,0.5661016949152542,0.3811285270693995,0.22903541850444112,0.6493062995467597,0.8390201224846895,0.04985970385221014,0.7133333333333333,0.3374822414826359,0.7051316673140291,0.15092194601881903,0.16513493730772785,0.04738710597808824,0.035449241680959344,0.13811631792209794,0.25805561330165133,0.0866873496835447,0.2901151192435441,0.06423669422335641,0.04391546288178031,Inactive
0.30434782608695654,0.39599163010246463,0.2943079496633376,0.39014980322997844,0.4731234866828087,0.26557657122344763,0.2647290574145946,0.6547755989364245,0.7222347206599176,0.01267165744184374,0.6085714285714285,0.4235878420446086,0.4075709306271349,0.228108679958595,0.20600070035066245,0.038464332553090286,0.10031103471465704,0.23243712647153517,0.4562714720760041,0.1842684533893532,0.3253034669241819,0,0.032465495334262164,Inactive
0.11764705882352941,0.4263346321886665,0.28033916111550544,0.2362242346492444,0.5619295958279009,0.30123223451457437,0.27785546692313307,0.2782429733824332,0.7916414294367051,0.017921667277724932,0.6846153846153846,0.30804709903051736,0.7656780097003896,0.04762037689704429,0.15603177440996135,0,0.06972685324832237,0.09817122834379818,0.09011615002614105,0.1941230849346953,0.26395923807764377,0.01973282111380275,0.031920866651133424,Inactive
0.045454545454545456,0.3349655366369003,0.4826078464954963,0.10704861399184783,0.4576271186440678,0.08000410494786536,0.359963804912412,0.6527899532889336,0.6674286681906698,0.016940698836137955,0.5580645161290323,0.5496656672878132,0.6700219852822109,0.220916064425981,0.11397013642532865,0.13722152959618417,0.10509830274896673,0.08951059875182464,0,0.07180125544038828,0.2649260868589694,0.056311379299486534,0.06923012760092132,Inactive
0.11764705882352941,0.5973207926193157,0.3446940011819595,0.1535724922426421,0.5562403697996918,0.038090819792125745,0.24409438947506573,0.6826304991810009,0.7117633023144835,0.03454156856179498,0.6272727272727272,0.39238393368061353,0.7001418113525737,0.3118541193724415,0.15578361965905949,0.09061409240675702,0.10414925392166761,0.08951059875182464,0,0.11645672738218313,0.17838110287200604,0.09913468008337704,0.04813670473495801,Inactive
0.125,0.5875612014980457,0.21900074531205624,0.15153446793358713,0.43502824858757067,0.11732496259161916,0.24409438947506573,0.5181390602715984,0.6290463692038496,0,0.5333333333333333,0.3321274743603877,0.721704892851982,0.21645842709224322,0.10668514468565406,0.0451745238809063,0.1090354621534956,0.2391725461663282,0.14167557064210937,0.23021615393547426,0.2639592380776438,0,0.059890380939426974,Inactive
0,0.7186375200138397,0.3067466855591588,0.12936874565382034,0.4576271186440678,0.03163060917530431,0.25515910689409205,0.6386241268478501,0.6474651194916424,0,0.5526315789473684,0.3872055993685816,0.6793394234777963,0.12060616462217452,0.10668514468565406,0.13530048918887921,0.035032767582988907,0.17902119750364928,0.03855672941017275,0.08055609966198898,0.2973399517042746,0.035896544147144674,0.05540265070597159,Inactive
0.2857142857142857,0.8447412823980865,0.18447768910354226,0.049186450731046535,0.6082862523540489,0.039344152741239084,0.2199972669837909,0.5282491592200789,0.6523767862350539,0.06778137112993507,0.6333333333333333,0.3314998753809411,0.6915112842883502,0.08271978017705504,0.2560980547620358,0.13150915095054597,0.14295228023573023,0.08951059875182464,0,0.03590062772019414,0.08919055143600302,0.11054579360555011,0.1096027924488343,Inactive
0.3181818181818182,0.3908169395820341,0.31955243625370144,0.36145853216173923,0.6072472238457043,0.15199157707152944,0.26890970993898217,0.6854309614551931,0.7559960177391619,0.062424930773008674,0.6862068965517241,0.4127598663831829,0.6806170901408997,0.28438861419861855,0.1720374544929345,0.09207598823165991,0.035032767582988907,0.1378552606312045,0.15013012230064673,0.17786696992010517,0.15712081252360807,0.09890484413675828,0.05141431149299158,Inactive
0.5384615384615384,0.7969409585402583,0.14756695086024824,0.200007796819061,0.5480225988700566,0.25260430396156297,0.26207257996214983,0.5249384185421312,0.7270341207349081,0.11485897783923264,0.6333333333333333,0.2828543682286513,0.6996256908599423,0.18799413493091682,0.12284171872825328,0.04795951088495988,0.035032767582988907,0,0,0.08489458411013485,0.20814940026827156,0.10828838924098973,0.09267449094944236,Inactive
0.2631578947368421,0.6623122715781653,0.3889250530930757,0.2259066717063219,0.5991156963890936,0.26294720937547267,0.2199501974653075,0.5316037265221905,0.7927650348054319,0.031938036574485205,0.7,0.41381238641779766,0.7039387045045811,0.036864893480363224,0.26808544346646235,0.1368466628218696,0,0.04475529937591232,0.14238542507113308,0.03590062772019414,0.22139000009401325,0.07835096632127245,0.08280861235782198,Inactive
0.125,0.7094310348244545,0.22782789880160892,0.15153446793358713,0.4812085482682387,0.11732496259161916,0.1959982570467324,0.5054633599943975,0.7197306858381832,0,0.6130434782608696,0.3591266032418589,0.7247710842589805,0.17959353361187996,0.10668514468565406,0.0451745238809063,0.1090354621534956,0.28392784554224054,0.14167557064210937,0.19431552621528012,0.17476868664164077,0,0.05902339474071057,Inactive
0.35294117647058826,0.6121097186829403,0.19140110081077163,0.3365226896437987,0.6446522501461134,0.12473516625269127,0.16225857685163347,0.7081875278718471,0.8602588469544755,0.06598024242860948,0.7551724137931034,0.31396901291111057,0.6219056093277574,0.2875679460532443,0.13130357491380404,0.19085183988042118,0.1076706181709243,0.08951059875182464,0.13045718927033348,0.03590062772019414,0.20434593596920325,0.04450387310955366,0.09767581711589234,Inactive
0.058823529411764705,0.8095775246112079,0.36223340935237947,0.05478626738779688,0.5315870570107859,0.1078122487595558,0.21894574518865165,0.6271015776512068,0.8339298496778812,0,0.7,0.4691525775356959,0.6913156733570998,0.094264804444711775,0.10508687464701973,0.09832430912899356,0.035032767582988907,0.18094640740082976,0.08646906505555133,0.13129031400453783,0.14686376773695467,0,0.02733600514252441,Inactive
0.17647058823529413,0.27557779538978794,0.31278820869960183,0.15513935783907784,0.3491525423728814,0.06326121835060862,0.33283566424610517,0.3910009868454837,0.39779527559055117,0.016619901284070048,0.38,0.38912458699979874,0.7115494622404135,0.3483181261946832,0.1311536586477922,0.09170216638062313,0.14118041155379063,0.26853179625547396,0.09582467129075715,0.1778625494516224,0.17838110287200604,0.06081322259854165,0.06347946399767841,Inactive
0.1,0.6395491310636269,0.34964547912862787,0.05028215761486306,0.4576271186440678,0.07868830548247817,0.3769375431228403,0.4800636068520918,0.619047619047619,0.035843334555449864,0.5428571428571429,0.456056159816855,0.7278828826127567,0.22283947131845863,0.2000192966576564,0.13864798830446884,0.09773506096739333,0.26853179625547396,0.08013661567427349,0.1867410886224879,0.24273090912564696,0.07712257208752964,0.08608347096209194,Inactive
