FractionCSP3,qed,SMR_VSA7,PEOE_VSA8,FpDensityMorgan1,EState_VSA4,PEOE_VSA7,MaxAbsEStateIndex,FpDensityMorgan3,SMR_VSA5,FpDensityMorgan2,VSA_EState6,MinEStateIndex,EState_VSA3,VSA_EState8,EState_VSA2,PEOE_VSA10,EState_VSA6,SMR_VSA6,PEOE_VSA9,EState_VSA8,SlogP_VSA5,VSA_EState3,Class
0.45454545454545453,0.7315682443235222,0.2081745140668708,0.11155272376478166,0.7716324710080286,0,0.05393643249632656,0.6192467804057009,0.8596491228070176,0.06433992190913226,0.8263157894736842,0.21285955726954287,0.640412042066964,0,0.09841376882813166,0.14607267598514873,0.0751401966928014,0,0.04791233564537858,0.1466800753373526,0.11709547034068915,0.06311593290106753,0.07743926271050751,Inactive
0.45454545454545453,0.5527918361229848,0.2081745140668708,0.05478626738779688,0.6745762711864406,0.03229805569354441,0.05393643249632656,0.6210647507201562,0.7774278215223097,0.06351976164939366,0.74,0.21285955726954287,0.5949984219282746,0,0.09415589844946994,0.04371262805600343,0.11157756101576329,0,0.04791233564537858,0.0976861189474119,0.11709547034068915,0.04086399634629069,0.1134336432529009,Inactive
0.6666666666666666,0.1943112660425874,0.0700935729300115,0.11572432652160258,0.5309207512597343,0,0.06752215489613468,0.6369221349996554,0.6680144711640774,0.10639252699393019,0.6027027027027028,0.21285955726954287,0.21759019993313916,0.20130727362554912,0.20844929104022475,0.0443704699836357,0.15013101390531067,0,0.17836952491571206,0.10381736896896761,0.31155887702366025,0.06957302503226515,0.08565739722542125,Inactive
0.6666666666666666,0.7080302467435401,0,0,0.7041602465331279,0,0.028856508933321194,0.5772043530853538,0.6201383917919351,0.0483381773093583,0.6636363636363637,0.19915989865916867,0.6424130926373078,0,0.20014158848658561,0.0844252333760218,0,0,0,0.03874568450466487,0.08919055143600302,0.04798967170785687,0.01673675815086908,Inactive
1,0.5487697281215486,0,0,0.6900726392251816,0,0,0.5805470726958041,0.4150731158605174,0.02708193649845057,0.5285714285714286,0.21285955726954287,0.35277809717271597,0,0.10668514468565406,0,0,0,0,0,0.15414333674486766,0,0.009539639495266336,Inactive
1,0.30524605634930496,0,0,0.08213820078226859,0,0.07767655735201315,0.6811011122056325,0.11972541893801736,0.12047438944774845,0.1,0.21285955726954287,0,0.13129723043604966,0.10668514468565406,0,0,0,0,0,0,0,0.009539639495266336,Inactive
1,0.281966708067639,0.05602282615957669,0.18436353737457398,0.7589453860640302,0,0,0.5236817431823543,0.5217264508603091,0.011513874312321459,0.6555555555555556,0.21285955726954287,0.5636426353915143,0,0.07024391171512573,0,0.08051374343509177,0,0.09582467129075715,0,0.08919055143600302,0,0.10614694504781907,Inactive
0.21052631578947367,0.5276735106084858,0.4418316535207729,0.2118397775801183,0.5580665411173885,0.16567846636315742,0.28329169983705466,0.6260857018541162,0.8079128997764169,0.05018050140427805,0.7,0.4059231710169366,0.6835844492272433,0.24060308392102997,0.1309558235265328,0.04367974923662669,0.06190727753914863,0.09143580864900513,0.08646906505555133,0.053030647005617056,0.20395803561289197,0.06081322259854165,0.04728332233594738,Inactive
0.3076923076923077,0.4142412694684988,0.3917796364072507,0.3693945013754808,0.5054835493519442,0.4230721985504944,0.31200794062722725,0.6660599091311874,0.7467963563378106,0.11535834054690336,0.6294117647058823,0.3917610294868659,0.6326522806814162,0.13781771500357018,0.10668514468565406,0.045439568525850724,0.07226322027226174,0.1371537129735077,0.03855672941017275,0.07944194668683636,0.2045369840379063,0.13054032579576658,0.07639812587494377,Inactive
0.16666666666666666,0.8948506662948651,0.3152702706774176,0.06230843771386806,0.6003568242640499,0.03310922546186296,0.1048046980183199,0.647491051904753,0.7358751208730487,0.027562564659145788,0.6578947368421052,0.3597918242831245,0.4117166839139934,0.04585488669669182,0.10668514468565406,0.11880774441420958,0.05708207715415388,0.17902119750364928,0,0.09591516486799212,0.11773768537397168,0.01928064302188241,0.023164098573391773,Inactive
0.18181818181818182,0.6216911531368811,0.5057616224045816,0.31828678247891784,0.5299435028248587,0.12514559196729552,0.2906485526091738,0.7306959951542332,0.7382327209098862,0.05294484157343619,0.6466666666666667,0.3790205925960642,0.6502876100600901,0.13966155995837298,0.19198313911153247,0.2660338416144412,0.1734333515026751,0.23010184060935518,0.05110889332763408,0.04565024402393282,0.11895884883226854,0.09419065130471224,0.018858586901881604,Inactive
0,0.8719625495476572,0.25013044133748535,0,0.6022598870056497,0.039344152741239084,0.1048046980183199,0.6004217479163727,0.7606299212598425,0,0.6733333333333333,0.3707456101553085,0.6795908981046714,0.08379518908059633,0.10668514468565406,0.09041648144840793,0.02725305170344509,0,0.041579886264100745,0.04570275164473453,0.14500038924537528,0,0.009539639495266336,Inactive
0.5555555555555556,0.6795559176021008,0.17451966861491017,0.11155272376478166,0.7766699900299102,0,0.07767655735201315,0.6092566019243815,0.8554886521537749,0.06433992190913226,0.8176470588235294,0.21285955726954287,0.6414551815897107,0,0.09858837096111778,0.13750267924105652,0.0751401966928014,0,0.04791233564537858,0.1379252311157519,0.11709547034068915,0.04383528987918511,0.07682138448144978,Inactive
0.24,0.3357985051567566,0.41886003393960514,0.15848431381039446,0.4735792622133599,0.3049229610474861,0.41596832531252786,0.6700067218642215,0.7171530029334569,0.04887873541062317,0.5941176470588235,0.5042641257067721,0.6892087128799192,0.22370758479026537,0.15815216016739944,0.09115113302280244,0.13833397028921537,0.04571790432450257,0.2231459688620683,0.08018085097269331,0.2993355096108127,0.04450387310955366,0.03557734547028297,Inactive
0.6,0.38907808467351773,0,0,0.7589453860640302,0,0.03376107744806734,0.5478700336968626,0.7083697871099447,0.017921667277724932,0.7444444444444445,0.21285955726954287,0.646573531102679,0,0.15438467021100138,0.09379005118505308,0,0.05108064310570588,0.08656552266486119,0.09581302212595827,0.1157118889644162,0.023994835853928434,0.009661834524136798,Inactive
0.8,0.3054708199072362,0.11204565231915338,0,0.6513317191283293,0.03465165413171621,0,0.5785140736344775,0.5830521184851895,0.014657964400896097,0.6142857142857143,0.21285955726954287,0.5283948487984362,0,0.08354176514998518,0.08829241655999848,0.059997167312021454,0,0.13357680373357134,0.04278237512034121,0.08919055143600302,0,0.08542288227216432,Inactive
0.625,0.34243372750497786,0.2353165790923844,0.1558013919701368,0.7107344632768361,0.30704103250413983,0.3120834796302869,0.6267228471367171,0.8614173228346457,0.18133858297551284,0.78,0.3441988057643886,0.6608101596458904,0.1466508035067478,0.381041219498272,0.18536415471721673,0.11248215963912254,0,0.13402733102190553,0.04278237512034121,0.3018585529443662,0.18027289680277503,0.07332520595413117,Inactive
0.8571428571428571,0.4149069275989648,0,0,0.7041602465331279,0.0779873693775855,0,0.560606198342241,0.681221665473634,0,0.7,0.21285955726954287,0.6940285922348702,0.05445501310711467,0.14032848139589332,0.0887805436587826,0.11261235752580846,0,0.28735401100480773,0.1697060461192687,0.20756869912476505,0,0.010565871356307915,Inactive
0.8,0.7495999707236222,0,0.4392281651280085,0.3559322033898305,0,0,0.611470740597013,0.34908136482939633,0.033239802568140096,0.35,0.21285955726954287,0.7243850756609672,0.40947776159071,0.1736253280831742,0.09282667450393896,0,0,0.2671536074671427,0,0.17838110287200604,0.04450387310955366,0.014657853172147843,Inactive
0.6666666666666666,0.24920300830318923,0.12188535991316546,0.20997092585243635,0.6900726392251816,0,0.024006729433272846,0.6600963891110274,0.7030371203599549,0.017101507017986323,0.7,0.21285955726954287,0.44341236207027357,0.24267918317925952,0.12819084131818242,0.09864770408880534,0.1127093944271709,0,0.17222999075305395,0.05656868203975624,0.26325278260149537,0.01973282111380275,0.07335642232444821,Inactive
1,0.5262481092094417,0,0.09424659933083375,0.3220338983050847,0,0,0.4843546958355762,0.2790901137357831,0.06319896409732574,0.3,0.21285955726954287,0.599626307922272,0,0.10668514468565406,0.083758158616058,0.07438504067717552,0,0.07730637403896523,0.0979879127798814,0.17838110287200604,0,0.14342431090562938,Inactive
0.5,0.5053911149432095,0,0.20397014275679923,1,0,0,0.5095631511434786,0.626246719160105,0.017921667277724932,0.78,0.21285955726954287,0.703729255298762,0,0.14247252778230926,0.04641333725196948,0,0,0,0,0.11472239808329897,0.023994835853928434,0.009539639495266336,Inactive
0.9473684210526315,0.6791604579490232,0,0.04787390747085123,0.4822804314329738,0.265331179323951,0.3923006059347872,0.6682672666015815,0.7575757575757576,0.19709712860625017,0.6272727272727272,0.21285955726954287,0.7047611779754636,0.1898504265249298,0.22599589747188165,0.1284332832689175,0,0,0,0.08773964089460556,0.16672151360315396,0.22600516414607158,0.046194420935952094,Inactive
0.2857142857142857,0.6960324052908439,0.14164099539087407,0.12461687542773613,0.6125907990314771,0.03229805569354441,0.07767655735201315,0.6101831653824608,0.7510311211098614,0,0.6714285714285715,0.21285955726954287,0.677287187152658,0.0855606792809488,0.10668514468565406,0.08805021922026239,0.03440922513278982,0.05199498578445497,0,0,0.14500038924537528,0,0.009539639495266336,Inactive
0.59375,0.4769783357441408,0.22158740150400105,0.3178531097261602,0.5963736696886086,0.24113820339362632,0.3771455556731261,0.7617766492247029,0.8090703778306781,0.2152022236740343,0.7093023255813954,0.29252993805441924,0.5437343901563969,0.2137288740116836,0.32190381409795943,0.18679567335017175,0.0736279571826048,0.1383109165328706,0.1460325100417228,0.0844484361493994,0.2422282529298593,0.20129643912380907,0.0689290768852637,Inactive
0.59375,0.4769783357441408,0.22158740150400105,0.3178531097261602,0.5963736696886086,0.24113820339362632,0.3771455556731261,0.7617766492247028,0.8090703778306781,0.2152022236740343,0.7093023255813954,0.29252993805441924,0.5437343901563969,0.2137288740116836,0.32190381409795943,0.18679567335017175,0.0736279571826048,0.1383109165328706,0.1460325100417228,0.0844484361493994,0.2422282529298593,0.20129643912380907,0.0689290768852637,Inactive
0.05,0.16702968008493221,0.42396815157304774,0.3057325282710542,0.3069679849340866,0.2574043176781693,0.4290279291027719,0.696374889504325,0.40974044911052787,0.03984128991436403,0.3555555555555555,0.3068668483416796,0.27803038766897414,0.07372978696072645,0.10668514468565406,0.24513577484783614,0.19336852049969525,0,0,0.12324342235666315,0.3567622057440121,0.0937384732127919,0.08242734284109406,Active
